z,symbol,charge,electron_count,configuration
54,Xe,31,23,[Ar] 3d5
54,Xe,32,22,[Ar] 3d4
54,Xe,33,21,[Ar] 3d3
54,Xe,34,20,[Ar] 3d2
54,Xe,35,19,[Ar] 3d1
54,Xe,36,18,[Ne] 3s2 3p6
54,Xe,37,17,[Ne] 3s2 3p5
54,Xe,38,16,[Ne] 3s2 3p4
54,Xe,39,15,[Ne] 3s2 3p3
54,Xe,40,14,[Ne] 3s2 3p2
54,Xe,41,13,[Ne] 3s2 3p1
54,Xe,42,12,[Ne] 3s2
54,Xe,43,11,[Ne] 3s1
54,Xe,44,10,1s2 2s2 2p6
54,Xe,45,9,1s2 2s2 2p5
54,Xe,46,8,1s2 2s2 2p4
54,Xe,47,7,1s2 2s2 2p3
54,Xe,48,6,1s2 2s2 2p2
54,Xe,49,5,1s2 2s2 2p1
54,Xe,50,4,1s2 2s2
54,Xe,51,3,1s2 2s1
54,Xe,52,2,1s2
54,Xe,53,1,1s1
55,Cs,0,55,[Xe] 6s1
55,Cs,1,54,[Cd] 5p6
55,Cs,2,53,[Cd] 5p5
55,Cs,3,52,[Cd] 5p4
55,Cs,4,51,[Cd] 5p3
55,Cs,5,50,[Cd] 5p2
55,Cs,6,49,[Cd] 5p1
55,Cs,7,48,[Kr] 4d10 5s2
55,Cs,8,47,[Kr] 4d10 5s1
55,Cs,9,46,[Kr] 4d10
55,Cs,10,45,[Kr] 4d9
55,Cs,11,44,[Kr] 4d8
55,Cs,12,43,[Kr] 4d7
55,Cs,13,42,[Kr] 4d6
55,Cs,14,41,[Kr] 4d5
55,Cs,15,40,[Kr] 4d4
55,Cs,16,39,[Kr] 4d3
55,Cs,17,38,[Kr] 4d2
55,Cs,18,37,[Kr] 4d1
55,Cs,19,36,[Ar] 3d10 4s2 4p6
55,Cs,20,35,[Ar] 3d10 4s2 4p5
55,Cs,21,34,[Ar] 3d10 4s2 4p4
55,Cs,22,33,[Ar] 3d10 4s2 4p3
55,Cs,23,32,[Ar] 3d10 4s2 4p2
55,Cs,24,31,[Ar] 3d10 4s2 4p1
55,Cs,25,30,[Ar] 3d10 4s2
55,Cs,26,29,[Ar] 3d10 4s1
55,Cs,27,28,[Ar] 3d10
55,Cs,28,27,[Ar] 3d9
55,Cs,29,26,[Ar] 3d8
55,Cs,30,25,[Ar] 3d7
55,Cs,31,24,[Ar] 3d6
55,Cs,32,23,[Ar] 3d5
55,Cs,33,22,[Ar] 3d4
55,Cs,34,21,[Ar] 3d3
55,Cs,35,20,[Ar] 3d2
55,Cs,36,19,[Ar] 3d1
55,Cs,37,18,[Ne] 3s2 3p6
55,Cs,38,17,[Ne] 3s2 3p5
55,Cs,39,16,[Ne] 3s2 3p4
55,Cs,40,15,[Ne] 3s2 3p3
55,Cs,41,14,[Ne] 3s2 3p2
55,Cs,42,13,[Ne] 3s2 3p1
55,Cs,43,12,[Ne] 3s2
55,Cs,44,11,[Ne] 3s1
55,Cs,45,10,1s2 2s2 2p6
55,Cs,46,9,1s2 2s2 2p5
55,Cs,47,8,1s2 2s2 2p4
55,Cs,48,7,1s2 2s2 2p3
55,Cs,49,6,1s2 2s2 2p2
55,Cs,50,5,1s2 2s2 2p1
55,Cs,51,4,1s2 2s2
55,Cs,52,3,1s2 2s1
55,Cs,53,2,1s2
55,Cs,54,1,1s1
56,Ba,0,56,[Xe] 6s2
56,Ba,1,55,[Xe] 6s1
56,Ba,2,54,[Cd] 5p6
56,Ba,3,53,[Cd] 5p5
56,Ba,4,52,[Cd] 5p4
56,Ba,5,51,[Cd] 5p3
56,Ba,6,50,[Cd] 5p2
56,Ba,7,49,[Cd] 5p1
56,Ba,8,48,[Kr] 4d10 5s2
56,Ba,9,47,[Kr] 4d10 5s1
56,Ba,10,46,[Kr] 4d10
56,Ba,11,45,[Kr] 4d9
56,Ba,12,44,[Kr] 4d8
56,Ba,13,43,[Kr] 4d7
56,Ba,14,42,[Kr] 4d6
56,Ba,15,41,[Kr] 4d5
56,Ba,16,40,[Kr] 4d4
56,Ba,17,39,[Kr] 4d3
56,Ba,18,38,[Kr] 4d2
56,Ba,19,37,[Kr] 4d1
56,Ba,20,36,[Ar] 3d10 4s2 4p6
56,Ba,21,35,[Ar] 3d10 4s2 4p5
56,Ba,22,34,[Ar] 3d10 4s2 4p4
56,Ba,23,33,[Ar] 3d10 4s2 4p3
56,Ba,24,32,[Ar] 3d10 4s2 4p2
56,Ba,25,31,[Ar] 3d10 4s2 4p1
56,Ba,26,30,[Ar] 3d10 4s2
56,Ba,27,29,[Ar] 3d10 4s1
56,Ba,28,28,[Ar] 3d10
56,Ba,29,27,[Ar] 3d9
56,Ba,30,26,[Ar] 3d8
56,Ba,31,25,[Ar] 3d7
56,Ba,32,24,[Ar] 3d6
56,Ba,33,23,[Ar] 3d5
56,Ba,34,22,[Ar] 3d4
56,Ba,35,21,[Ar] 3d3
56,Ba,36,20,[Ar] 3d2
56,Ba,37,19,[Ar] 3d1
56,Ba,38,18,[Ne] 3s2 3p6
56,Ba,39,17,[Ne] 3s2 3p5
56,Ba,40,16,[Ne] 3s2 3p4
56,Ba,41,15,[Ne] 3s2 3p3
56,Ba,42,14,[Ne] 3s2 3p2
56,Ba,43,13,[Ne] 3s2 3p1
56,Ba,44,12,[Ne] 3s2
56,Ba,45,11,[Ne] 3s1
56,Ba,46,10,1s2 2s2 2p6
56,Ba,47,9,1s2 2s2 2p5
56,Ba,48,8,1s2 2s2 2p4
56,Ba,49,7,1s2 2s2 2p3
56,Ba,50,6,1s2 2s2 2p2
56,Ba,51,5,1s2 2s2 2p1
56,Ba,52,4,1s2 2s2
56,Ba,53,3,1s2 2s1
56,Ba,54,2,1s2
56,Ba,55,1,1s1
57,La,0,57,[Xe] 5d1 6s2
57,La,1,56,[Xe] 5d2
57,La,2,55,[Xe] 5d1
57,La,3,54,[Cd] 5p6
57,La,4,53,[Cd] 5p5
57,La,5,52,[Cd] 5p4
57,La,6,51,[Cd] 5p3
57,La,7,50,[Cd] 5p2
57,La,8,49,[Cd] 5p1
57,La,9,48,[Kr] 4d10 5s2
57,La,10,47,[Kr] 4d10 5s1
57,La,11,46,[Kr] 4d10
57,La,12,45,[Kr] 4d9
57,La,13,44,[Kr] 4d8
57,La,14,43,[Kr] 4d7
57,La,15,42,[Kr] 4d6
57,La,16,41,[Kr] 4d5
57,La,17,40,[Kr] 4d4
57,La,18,39,[Kr] 4d3
57,La,19,38,[Kr] 4d2
57,La,20,37,[Kr] 4d1
57,La,21,36,[Ar] 3d10 4s2 4p6
57,La,22,35,[Ar] 3d10 4s2 4p5
57,La,23,34,[Ar] 3d10 4s2 4p4
57,La,24,33,[Ar] 3d10 4s2 4p3
57,La,25,32,[Ar] 3d10 4s2 4p2
57,La,26,31,[Ar] 3d10 4s2 4p1
57,La,27,30,[Ar] 3d10 4s2
57,La,28,29,[Ar] 3d10 4s1
57,La,29,28,[Ar] 3d10
57,La,30,27,[Ar] 3d9
57,La,31,26,[Ar] 3d8
57,La,32,25,[Ar] 3d7
57,La,33,24,[Ar] 3d6
57,La,34,23,[Ar] 3d5
57,La,35,22,[Ar] 3d4
57,La,36,21,[Ar] 3d3
57,La,37,20,[Ar] 3d2
57,La,38,19,[Ar] 3d1
57,La,39,18,[Ne] 3s2 3p6
57,La,40,17,[Ne] 3s2 3p5
57,La,41,16,[Ne] 3s2 3p4
57,La,42,15,[Ne] 3s2 3p3
57,La,43,14,[Ne] 3s2 3p2
57,La,44,13,[Ne] 3s2 3p1
57,La,45,12,[Ne] 3s2
57,La,46,11,[Ne] 3s1
57,La,47,10,1s2 2s2 2p6
57,La,48,9,1s2 2s2 2p5
57,La,49,8,1s2 2s2 2p4
57,La,50,7,1s2 2s2 2p3
57,La,51,6,1s2 2s2 2p2
57,La,52,5,1s2 2s2 2p1
57,La,53,4,1s2 2s2
57,La,54,3,1s2 2s1
57,La,55,2,1s2
57,La,56,1,1s1
58,Ce,0,58,[Xe] 4f1 5d1 6s2
58,Ce,1,57,[Xe] 4f1 5d2
58,Ce,2,56,[Xe] 4f2
58,Ce,3,55,[Xe] 4f1
58,Ce,4,54,[Cd] 5p6
58,Ce,5,53,[Cd] 5p5
58,Ce,6,52,[Cd] 5p4
58,Ce,7,51,[Cd] 5p3
58,Ce,8,50,[Cd] 5p2
58,Ce,9,49,[Cd] 5p1
58,Ce,10,48,[Kr] 4d10 5s2
58,Ce,11,47,[Kr] 4d10 5s1
58,Ce,12,46,[Kr] 4d10
58,Ce,13,45,[Kr] 4d9
58,Ce,14,44,[Kr] 4d8
58,Ce,15,43,[Kr] 4d7
58,Ce,16,42,[Kr] 4d6
58,Ce,17,41,[Kr] 4d5
58,Ce,18,40,[Kr] 4d4
58,Ce,19,39,[Kr] 4d3
58,Ce,20,38,[Kr] 4d2
58,Ce,21,37,[Kr] 4d1
58,Ce,22,36,[Ar] 3d10 4s2 4p6
58,Ce,23,35,[Ar] 3d10 4s2 4p5
58,Ce,24,34,[Ar] 3d10 4s2 4p4
58,Ce,25,33,[Ar] 3d10 4s2 4p3
58,Ce,26,32,[Ar] 3d10 4s2 4p2
58,Ce,27,31,[Ar] 3d10 4s2 4p1
58,Ce,28,30,[Ar] 3d10 4s2
58,Ce,29,29,[Ar] 3d10 4s1
58,Ce,30,28,[Ar] 3d10
58,Ce,31,27,[Ar] 3d9
58,Ce,32,26,[Ar] 3d8
58,Ce,33,25,[Ar] 3d7
58,Ce,34,24,[Ar] 3d6
58,Ce,35,23,[Ar] 3d5
58,Ce,36,22,[Ar] 3d4
58,Ce,37,21,[Ar] 3d3
58,Ce,38,20,[Ar] 3d2
58,Ce,39,19,[Ar] 3d1
58,Ce,40,18,[Ne] 3s2 3p6
58,Ce,41,17,[Ne] 3s2 3p5
58,Ce,42,16,[Ne] 3s2 3p4
58,Ce,43,15,[Ne] 3s2 3p3
58,Ce,44,14,[Ne] 3s2 3p2
58,Ce,45,13,[Ne] 3s2 3p1
58,Ce,46,12,[Ne] 3s2
58,Ce,47,11,[Ne] 3s1
58,Ce,48,10,1s2 2s2 2p6
58,Ce,49,9,1s2 2s2 2p5
58,Ce,50,8,1s2 2s2 2p4
58,Ce,51,7,1s2 2s2 2p3
58,Ce,52,6,1s2 2s2 2p2
58,Ce,53,5,1s2 2s2 2p1
58,Ce,54,4,1s2 2s2
58,Ce,55,3,1s2 2s1
58,Ce,56,2,1s2
58,Ce,57,1,1s1
59,Pr,0,59,[Xe] 4f3 6s2
59,Pr,1,58,[Xe] 4f3 6s1
59,Pr,2,57,[Xe] 4f3
59,Pr,3,56,[Xe] 4f2
59,Pr,4,55,[Xe] 4f1
59,Pr,5,54,[Cd] 5p6
59,Pr,6,53,[Cd] 4f1 5p4
59,Pr,7,52,[Cd] 4f1 5p3
59,Pr,8,51,[Cd] 4f1 5p2
59,Pr,9,50,[Cd] 5p2
59,Pr,10,49,[Cd] 5p1
59,Pr,11,48,[Kr] 4d10 5s2
59,Pr,12,47,[Kr] 4d10 5s1
59,Pr,13,46,[Kr] 4d10
59,Pr,14,45,[Kr] 4d9
59,Pr,15,44,[Kr] 4d8
59,Pr,16,43,[Kr] 4d7
59,Pr,17,42,[Kr] 4d6
59,Pr,18,41,[Kr] 4d5
59,Pr,19,40,[Kr] 4d4
59,Pr,20,39,[Kr] 4d3
59,Pr,21,38,[Kr] 4d2
59,Pr,22,37,[Kr] 4d1
59,Pr,23,36,[Ar] 3d10 4s2 4p6
59,Pr,24,35,[Ar] 3d10 4s2 4p5
59,Pr,25,34,[Ar] 3d10 4s2 4p4
59,Pr,26,33,[Ar] 3d10 4s2 4p3
59,Pr,27,32,[Ar] 3d10 4s2 4p2
59,Pr,28,31,[Ar] 3d10 4s2 4p1
59,Pr,29,30,[Ar] 3d10 4s2
59,Pr,30,29,[Ar] 3d10 4s1
59,Pr,31,28,[Ar] 3d10
59,Pr,32,27,[Ar] 3d9
59,Pr,33,26,[Ar] 3d8
59,Pr,34,25,[Ar] 3d7
59,Pr,35,24,[Ar] 3d6
59,Pr,36,23,[Ar] 3d5
59,Pr,37,22,[Ar] 3d4
59,Pr,38,21,[Ar] 3d3
59,Pr,39,20,[Ar] 3d2
59,Pr,40,19,[Ar] 3d1
59,Pr,41,18,[Ne] 3s2 3p6
59,Pr,42,17,[Ne] 3s2 3p5
59,Pr,43,16,[Ne] 3s2 3p4
59,Pr,44,15,[Ne] 3s2 3p3
59,Pr,45,14,[Ne] 3s2 3p2
59,Pr,46,13,[Ne] 3s2 3p1
59,Pr,47,12,[Ne] 3s2
59,Pr,48,11,[Ne] 3s1
59,Pr,49,10,1s2 2s2 2p6
59,Pr,50,9,1s2 2s2 2p5
59,Pr,51,8,1s2 2s2 2p4
59,Pr,52,7,1s2 2s2 2p3
59,Pr,53,6,1s2 2s2 2p2
59,Pr,54,5,1s2 2s2 2p1
59,Pr,55,4,1s2 2s2
59,Pr,56,3,1s2 2s1
59,Pr,57,2,1s2
59,Pr,58,1,1s1
60,Nd,0,60,[Xe] 4f4 6s2
60,Nd,1,59,[Xe] 4f4 6s1
60,Nd,2,58,[Xe] 4f4
60,Nd,3,57,[Xe] 4f3
60,Nd,4,56,[Xe] 4f2
60,Nd,5,55,[Cd] 4f2 5p5
60,Nd,6,54,[Cd] 4f2 5p4
60,Nd,7,53,[Cd] 4f2 5p3
60,Nd,8,52,[Cd] 4f2 5p2
60,Nd,9,51,[Cd] 4f2 5p1
60,Nd,10,50,[Cd] 4f2
60,Nd,11,49,[Cd] 4f1
60,Nd,12,48,[Kr] 4d10 5s2
60,Nd,13,47,[Kr] 4d10 5s1
60,Nd,14,46,[Kr] 4d10
60,Nd,15,45,[Kr] 4d9
60,Nd,16,44,[Kr] 4d8
60,Nd,17,43,[Kr] 4d7
60,Nd,18,42,[Kr] 4d6
60,Nd,19,41,[Kr] 4d5
60,Nd,20,40,[Kr] 4d4
60,Nd,21,39,[Kr] 4d3
60,Nd,22,38,[Kr] 4d2
60,Nd,23,37,[Kr] 4d1
60,Nd,24,36,[Ar] 3d10 4s2 4p6
60,Nd,25,35,[Ar] 3d10 4s2 4p5
60,Nd,26,34,[Ar] 3d10 4s2 4p4
60,Nd,27,33,[Ar] 3d10 4s2 4p3
60,Nd,28,32,[Ar] 3d10 4s2 4p2
60,Nd,29,31,[Ar] 3d10 4s2 4p1
60,Nd,30,30,[Ar] 3d10 4s2
60,Nd,31,29,[Ar] 3d10 4s1
60,Nd,32,28,[Ar] 3d10
60,Nd,33,27,[Ar] 3d9
60,Nd,34,26,[Ar] 3d8
60,Nd,35,25,[Ar] 3d7
60,Nd,36,24,[Ar] 3d6
60,Nd,37,23,[Ar] 3d5
60,Nd,38,22,[Ar] 3d4
60,Nd,39,21,[Ar] 3d3
60,Nd,40,20,[Ar] 3d2
60,Nd,41,19,[Ar] 3d1
60,Nd,42,18,[Ne] 3s2 3p6
60,Nd,43,17,[Ne] 3s2 3p5
60,Nd,44,16,[Ne] 3s2 3p4
60,Nd,45,15,[Ne] 3s2 3p3
60,Nd,46,14,[Ne] 3s2 3p2
60,Nd,47,13,[Ne] 3s2 3p1
60,Nd,48,12,[Ne] 3s2
60,Nd,49,11,[Ne] 3s1
60,Nd,50,10,1s2 2s2 2p6
60,Nd,51,9,1s2 2s2 2p5
60,Nd,52,8,1s2 2s2 2p4
60,Nd,53,7,1s2 2s2 2p3
60,Nd,54,6,1s2 2s2 2p2
60,Nd,55,5,1s2 2s2 2p1
60,Nd,56,4,1s2 2s2
60,Nd,57,3,1s2 2s1
60,Nd,58,2,1s2
60,Nd,59,1,1s1
61,Pm,0,61,[Xe] 4f5 6s2
61,Pm,1,60,[Xe] 4f5 6s1
61,Pm,2,59,[Xe] 4f5
61,Pm,3,58,[Xe] 4f4
61,Pm,4,57,[Xe] 4f3
61,Pm,5,56,[Cd] 4f3 5p5
61,Pm,6,55,[Cd] 4f3 5p4
61,Pm,7,54,[Cd] 4f3 5p3
61,Pm,8,53,[Cd] 4f3 5p2
61,Pm,9,52,[Cd] 4f3 5p1
61,Pm,10,51,[Cd] 4f3
61,Pm,11,50,[Cd] 4f2
61,Pm,12,49,[Cd] 4f1
61,Pm,13,48,[Kr] 4d10 5s2
61,Pm,14,47,[Kr] 4d10 5s1
61,Pm,15,46,[Kr] 4d10
61,Pm,16,45,[Kr] 4d9
61,Pm,17,44,[Kr] 4d8
61,Pm,18,43,[Kr] 4d7
61,Pm,19,42,[Kr] 4d6
61,Pm,20,41,[Kr] 4d5
61,Pm,21,40,[Kr] 4d4
61,Pm,22,39,[Kr] 4d3
61,Pm,23,38,[Kr] 4d2
61,Pm,24,37,[Kr] 4d1
61,Pm,25,36,[Ar] 3d10 4s2 4p6
61,Pm,26,35,[Ar] 3d10 4s2 4p5
61,Pm,27,34,[Ar] 3d10 4s2 4p4
61,Pm,28,33,[Ar] 3d10 4s2 4p3
61,Pm,29,32,[Ar] 3d10 4s2 4p2
61,Pm,30,31,[Ar] 3d10 4s2 4p1
61,Pm,31,30,[Ar] 3d10 4s2
61,Pm,32,29,[Ar] 3d10 4s1
61,Pm,33,28,[Ar] 3d10
61,Pm,34,27,[Ar] 3d9
61,Pm,35,26,[Ar] 3d8
61,Pm,36,25,[Ar] 3d7
61,Pm,37,24,[Ar] 3d6
61,Pm,38,23,[Ar] 3d5
61,Pm,39,22,[Ar] 3d4
61,Pm,40,21,[Ar] 3d3
61,Pm,41,20,[Ar] 3d2
61,Pm,42,19,[Ar] 3d1
61,Pm,43,18,[Ne] 3s2 3p6
61,Pm,44,17,[Ne] 3s2 3p5
61,Pm,45,16,[Ne] 3s2 3p4
61,Pm,46,15,[Ne] 3s2 3p3
61,Pm,47,14,[Ne] 3s2 3p2
61,Pm,48,13,[Ne] 3s2 3p1
61,Pm,49,12,[Ne] 3s2
61,Pm,50,11,[Ne] 3s1
61,Pm,51,10,1s2 2s2 2p6
61,Pm,52,9,1s2 2s2 2p5
61,Pm,53,8,1s2 2s2 2p4
61,Pm,54,7,1s2 2s2 2p3
61,Pm,55,6,1s2 2s2 2p2
61,Pm,56,5,1s2 2s2 2p1
61,Pm,57,4,1s2 2s2
61,Pm,58,3,1s2 2s1
61,Pm,59,2,1s2
61,Pm,60,1,1s1
62,Sm,0,62,[Xe] 4f6 6s2
62,Sm,1,61,[Xe] 4f6 6s1
62,Sm,2,60,[Xe] 4f6
62,Sm,3,59,[Xe] 4f5
62,Sm,4,58,[Xe] 4f4
62,Sm,5,57,[Xe] 4f3
62,Sm,6,56,[Cd] 4f4 5p4
62,Sm,7,55,[Cd] 4f4 5p3
62,Sm,8,54,[Cd] 4f4 5p2
62,Sm,9,53,[Cd] 4f4 5p1
62,Sm,10,52,[Cd] 4f4
62,Sm,11,51,[Cd] 4f3
62,Sm,12,50,[Cd] 4f2
62,Sm,13,49,[Cd] 4f1
62,Sm,14,48,[Kr] 4d10 4f1 5s1
62,Sm,15,47,[Kr] 4d10 4f1
62,Sm,16,46,[Kr] 4d10
62,Sm,17,45,[Kr] 4d9
62,Sm,18,44,[Kr] 4d8
62,Sm,19,43,[Kr] 4d7
62,Sm,20,42,[Kr] 4d6
62,Sm,21,41,[Kr] 4d5
62,Sm,22,40,[Kr] 4d4
62,Sm,23,39,[Kr] 4d3
62,Sm,24,38,[Kr] 4d2
62,Sm,25,37,[Kr] 4d1
62,Sm,26,36,[Ar] 3d10 4s2 4p6
62,Sm,27,35,[Ar] 3d10 4s2 4p5
62,Sm,28,34,[Ar] 3d10 4s2 4p4
62,Sm,29,33,[Ar] 3d10 4s2 4p3
62,Sm,30,32,[Ar] 3d10 4s2 4p2
62,Sm,31,31,[Ar] 3d10 4s2 4p1
62,Sm,32,30,[Ar] 3d10 4s2
62,Sm,33,29,[Ar] 3d10 4s1
62,Sm,34,28,[Ar] 3d10
62,Sm,35,27,[Ar] 3d9
62,Sm,36,26,[Ar] 3d8
62,Sm,37,25,[Ar] 3d7
62,Sm,38,24,[Ar] 3d6
62,Sm,39,23,[Ar] 3d5
62,Sm,40,22,[Ar] 3d4
62,Sm,41,21,[Ar] 3d3
62,Sm,42,20,[Ar] 3d2
62,Sm,43,19,[Ar] 3d1
62,Sm,44,18,[Ne] 3s2 3p6
62,Sm,45,17,[Ne] 3s2 3p5
62,Sm,46,16,[Ne] 3s2 3p4
62,Sm,47,15,[Ne] 3s2 3p3
62,Sm,48,14,[Ne] 3s2 3p2
62,Sm,49,13,[Ne] 3s2 3p1
62,Sm,50,12,[Ne] 3s2
62,Sm,51,11,[Ne] 3s1
62,Sm,52,10,1s2 2s2 2p6
62,Sm,53,9,1s2 2s2 2p5
62,Sm,54,8,1s2 2s2 2p4
62,Sm,55,7,1s2 2s2 2p3
62,Sm,56,6,1s2 2s2 2p2
62,Sm,57,5,1s2 2s2 2p1
62,Sm,58,4,1s2 2s2
62,Sm,59,3,1s2 2s1
62,Sm,60,2,1s2
62,Sm,61,1,1s1
63,Eu,0,63,[Xe] 4f7 6s2
63,Eu,1,62,[Xe] 4f7 6s1
63,Eu,2,61,[Xe] 4f7
63,Eu,3,60,[Xe] 4f6
63,Eu,4,59,[Xe] 4f5
63,Eu,5,58,[Cd] 4f5 5p5
63,Eu,6,57,[Cd] 4f5 5p4
63,Eu,7,56,[Cd] 4f5 5p3
63,Eu,8,55,[Cd] 4f5 5p2
63,Eu,9,54,[Cd] 4f5 5p1
63,Eu,10,53,[Cd] 4f5
63,Eu,11,52,[Cd] 4f4
63,Eu,12,51,[Cd] 4f3
63,Eu,13,50,[Cd] 4f2
63,Eu,14,49,[Kr] 4d10 4f2 5s1
63,Eu,15,48,[Kr] 4d10 4f2
63,Eu,16,47,[Kr] 4d10 4f1
63,Eu,17,46,[Kr] 4d10
63,Eu,18,45,[Kr] 4d9
63,Eu,19,44,[Kr] 4d8
63,Eu,20,43,[Kr] 4d7
63,Eu,21,42,[Kr] 4d6
63,Eu,22,41,[Kr] 4d5
63,Eu,23,40,[Kr] 4d4
63,Eu,24,39,[Kr] 4d3
63,Eu,25,38,[Kr] 4d2
63,Eu,26,37,[Kr] 4d1
63,Eu,27,36,[Ar] 3d10 4s2 4p6
63,Eu,28,35,[Ar] 3d10 4s2 4p5
63,Eu,29,34,[Ar] 3d10 4s2 4p4
63,Eu,30,33,[Ar] 3d10 4s2 4p3
63,Eu,31,32,[Ar] 3d10 4s2 4p2
63,Eu,32,31,[Ar] 3d10 4s2 4p1
63,Eu,33,30,[Ar] 3d10 4s2
63,Eu,34,29,[Ar] 3d10 4s1
63,Eu,35,28,[Ar] 3d10
63,Eu,36,27,[Ar] 3d9
63,Eu,37,26,[Ar] 3d8
63,Eu,38,25,[Ar] 3d7
63,Eu,39,24,[Ar] 3d6
63,Eu,40,23,[Ar] 3d5
63,Eu,41,22,[Ar] 3d4
63,Eu,42,21,[Ar] 3d3
63,Eu,43,20,[Ar] 3d2
63,Eu,44,19,[Ar] 3d1
63,Eu,45,18,[Ne] 3s2 3p6
63,Eu,46,17,[Ne] 3s2 3p5
63,Eu,47,16,[Ne] 3s2 3p4
63,Eu,48,15,[Ne] 3s2 3p3
63,Eu,49,14,[Ne] 3s2 3p2
63,Eu,50,13,[Ne] 3s2 3p1
63,Eu,51,12,[Ne] 3s2
63,Eu,52,11,[Ne] 3s1
63,Eu,53,10,1s2 2s2 2p6
63,Eu,54,9,1s2 2s2 2p5
63,Eu,55,8,1s2 2s2 2p4
63,Eu,56,7,1s2 2s2 2p3
63,Eu,57,6,1s2 2s2 2p2
63,Eu,58,5,1s2 2s2 2p1
63,Eu,59,4,1s2 2s2
63,Eu,60,3,1s2 2s1
63,Eu,61,2,1s2
63,Eu,62,1,1s1
64,Gd,0,64,[Xe] 4f7 5d1 6s2
64,Gd,1,63,[Xe] 4f7 5d1 6s1
64,Gd,2,62,[Xe] 4f7 5d1
64,Gd,3,61,[Xe] 4f7
64,Gd,4,60,[Xe] 4f6
64,Gd,5,59,[Cd] 4f6 5p5
64,Gd,6,58,[Cd] 4f6 5p4
64,Gd,7,57,[Cd] 4f6 5p3
64,Gd,8,56,[Cd] 4f6 5p2
64,Gd,9,55,[Cd] 4f5 5p2
64,Gd,10,54,[Cd] 4f5 5p1
64,Gd,11,53,[Cd] 4f5
64,Gd,12,52,[Cd] 4f4
64,Gd,13,51,[Kr] 4d10 4f5
64,Gd,14,50,[Cd] 4f2
64,Gd,15,49,[Kr] 4d10 4f3
64,Gd,16,48,[Kr] 4d10 4f2
64,Gd,17,47,[Kr] 4d10 4f1
64,Gd,18,46,[Kr] 4d10
64,Gd,19,45,[Kr] 4d9
64,Gd,20,44,[Kr] 4d8
64,Gd,21,43,[Kr] 4d7
64,Gd,22,42,[Kr] 4d6
64,Gd,23,41,[Kr] 4d5
64,Gd,24,40,[Kr] 4d4
64,Gd,25,39,[Kr] 4d3
64,Gd,26,38,[Kr] 4d2
64,Gd,27,37,[Kr] 4d1
64,Gd,28,36,[Ar] 3d10 4s2 4p6
64,Gd,29,35,[Ar] 3d10 4s2 4p5
64,Gd,30,34,[Ar] 3d10 4s2 4p4
64,Gd,31,33,[Ar] 3d10 4s2 4p3
64,Gd,32,32,[Ar] 3d10 4s2 4p2
64,Gd,33,31,[Ar] 3d10 4s2 4p1
64,Gd,34,30,[Ar] 3d10 4s2
64,Gd,35,29,[Ar] 3d10 4s1
64,Gd,36,28,[Ar] 3d10
64,Gd,37,27,[Ar] 3d9
64,Gd,38,26,[Ar] 3d8
64,Gd,39,25,[Ar] 3d7
64,Gd,40,24,[Ar] 3d6
64,Gd,41,23,[Ar] 3d5
64,Gd,42,22,[Ar] 3d4
64,Gd,43,21,[Ar] 3d3
64,Gd,44,20,[Ar] 3d2
64,Gd,45,19,[Ar] 3d1
64,Gd,46,18,[Ne] 3s2 3p6
64,Gd,47,17,[Ne] 3s2 3p5
64,Gd,48,16,[Ne] 3s2 3p4
64,Gd,49,15,[Ne] 3s2 3p3
64,Gd,50,14,[Ne] 3s2 3p2
64,Gd,51,13,[Ne] 3s2 3p1
64,Gd,52,12,[Ne] 3s2
64,Gd,53,11,[Ne] 3s1
64,Gd,54,10,1s2 2s2 2p6
64,Gd,55,9,1s2 2s2 2p5
64,Gd,56,8,1s2 2s2 2p4
64,Gd,57,7,1s2 2s2 2p3
64,Gd,58,6,1s2 2s2 2p2
64,Gd,59,5,1s2 2s2 2p1
64,Gd,60,4,1s2 2s2
64,Gd,61,3,1s2 2s1
64,Gd,62,2,1s2
64,Gd,63,1,1s1
65,Tb,0,65,[Xe] 4f9 6s2
65,Tb,1,64,[Xe] 4f9 6s1
65,Tb,2,63,[Xe] 4f9
65,Tb,3,62,[Xe] 4f8
65,Tb,4,61,[Xe] 4f7
65,Tb,5,60,[Cd] 4f7 5p5
65,Tb,6,59,[Cd] 4f8 5p3
65,Tb,7,58,[Cd] 4f7 5p3
65,Tb,8,57,[Cd] 4f7 5p2
65,Tb,9,56,[Cd] 4f6 5p2
65,Tb,10,55,[Cd] 4f6 5p1
65,Tb,11,54,[Cd] 4f6
65,Tb,12,53,[Cd] 4f5
65,Tb,13,52,[Cd] 4f4
65,Tb,14,51,[Kr] 4d10 4f5
65,Tb,15,50,[Kr] 4d10 4f4
65,Tb,16,49,[Kr] 4d10 4f3
65,Tb,17,48,[Kr] 4d10 4f2
65,Tb,18,47,[Kr] 4d10 4f1
65,Tb,19,46,[Kr] 4d10
65,Tb,20,45,[Kr] 4d9
65,Tb,21,44,[Kr] 4d8
65,Tb,22,43,[Kr] 4d7
65,Tb,23,42,[Kr] 4d6
65,Tb,24,41,[Kr] 4d5
65,Tb,25,40,[Kr] 4d4
65,Tb,26,39,[Kr] 4d3
65,Tb,27,38,[Kr] 4d2
65,Tb,28,37,[Kr] 4d1
65,Tb,29,36,[Ar] 3d10 4s2 4p6
